ID	count	% overlapping fragments on this gene	TE superfamily	NBPS	gene length	percOfGeneLengthOverlappingTEsuperfam	Products
ACHA01MRNA0027602	4	0.0180848177954607	Rex-Babar	2346	32480	7.22290640394089	Receptor-type tyrosine-protein phosphatase mu; 
ACHA01MRNA0025172	2	0.00904240889773036	Rex-Babar	488	6757	7.22214000295989	SOSS complex subunit B2; 
ACHA01MRNA0017909	2	0.00904240889773036	Rex-Babar	919	12725	7.22200392927308	Erbin; 
ACHA01MRNA0023306	1	0.00452120444886518	Rex-Babar	1652	22880	7.22027972027972	Band 4.1-like protein 4B; 
ACHA01MRNA0010838	5	0.0226060222443259	Rex-Babar	3723	51573	7.21889360712	SLIT-ROBO Rho GTPase-activating protein 2C; 
ACHA01MRNA0036708	1	0.00452120444886518	Rex-Babar	99	1372	7.21574344023324	Polypeptide N-acetylgalactosaminyltransferase 16; 
ACHA01MRNA0027921	5	0.0226060222443259	Rex-Babar	868	12033	7.21349621873182	Acetylcholinesterase; 
ACHA01MRNA0005398	6	0.0271272266931911	Rex-Babar	1344	18634	7.21262208865515	NA
ACHA01MRNA0036551	2	0.00904240889773036	Rex-Babar	924	12818	7.20861288812607	Neuroepithelial cell-transforming gene 1 protein; 
ACHA01MRNA0019563	3	0.0135636133465955	Rex-Babar	2145	29758	7.20814570871698	Matrix metalloproteinase-16; 
ACHA01MRNA0034709	1	0.00452120444886518	Rex-Babar	901	12500	7.208	Kynureninase; 
ACHA01MRNA0013015	1	0.00452120444886518	Rex-Babar	691	9588	7.20692532332082	Putative E3 ubiquitin-protein ligase UNKL; 
ACHA01MRNA0025344	3	0.0135636133465955	Rex-Babar	1015	14087	7.20522467523248	Translocon-associated protein subunit alpha; 
ACHA01MRNA0027912	3	0.0135636133465955	Rex-Babar	498	6919	7.19757190345426	NA
ACHA01MRNA0016886	8	0.0361696355909214	Rex-Babar	2613	36305	7.1973557361245	Ryanodine receptor 3; 
ACHA01MRNA0011853	2	0.00904240889773036	Rex-Babar	509	7073	7.1963806022904	General negative regulator of transcription subunit 2; 
ACHA01MRNA0002280	8	0.0361696355909214	Rex-Babar	1376	19122	7.19590001045916	Testican-1; 
ACHA01MRNA0020219	1	0.00452120444886518	Rex-Babar	703	9775	7.19181585677749	Zinc finger FYVE domain-containing protein 1; 
ACHA01MRNA0008972	8	0.0361696355909214	Rex-Babar	3668	51018	7.18961935003332	Procollagen galactosyltransferase 1-B; 
ACHA01MRNA0003934	1	0.00452120444886518	Rex-Babar	683	9509	7.18266905037333	Midnolin; 
ACHA01MRNA0015886	1	0.00452120444886518	Rex-Babar	521	7255	7.18125430737422	Biotin carboxylase; 
ACHA01MRNA0009861	2	0.00904240889773036	Rex-Babar	1110	15457	7.18121239567833	Ubiquitin carboxyl-terminal hydrolase 25; 
ACHA01MRNA0010674	1	0.00452120444886518	Rex-Babar	792	11031	7.17976611367963	Hermansky-Pudlak syndrome 3 protein homolog; 
ACHA01MRNA0036701	2	0.00904240889773036	Rex-Babar	950	13234	7.17847967356808	BTB/POZ domain-containing protein 1; 
ACHA01MRNA0013322	4	0.0180848177954607	Rex-Babar	1073	14952	7.17629748528625	Microspherule protein 1; 
ACHA01MRNA0006068	4	0.0180848177954607	Rex-Babar	1856	25876	7.17266965527902	Multimerin-2; 
ACHA01MRNA0024257	1	0.00452120444886518	Rex-Babar	629	8774	7.16890813767951	Protein FAM189A1; 
ACHA01MRNA0000253	3	0.0135636133465955	Rex-Babar	931	12991	7.16649988453545	EF-hand calcium-binding domain-containing protein 4A; 
ACHA01MRNA0015790	3	0.0135636133465955	Rex-Babar	1264	17640	7.16553287981859	Carnitine O-acetyltransferase; 
ACHA01MRNA0016109	1	0.00452120444886518	Rex-Babar	535	7470	7.1619812583668	Sodium/calcium exchanger 1; 
ACHA01MRNA0034932	5	0.0226060222443259	Rex-Babar	2422	33818	7.16186646164764	Nuclear receptor corepressor 1; 
ACHA01MRNA0027573	1	0.00452120444886518	Rex-Babar	473	6607	7.15907370970183	NA
ACHA01MRNA0012364	1	0.00452120444886518	Rex-Babar	639	8927	7.15805981852806	Uncharacterized protein YqgN; 
ACHA01MRNA0013081	1	0.00452120444886518	Rex-Babar	247	3451	7.15734569689945	5'-nucleotidase domain-containing protein 1; 
ACHA01MRNA0031071	1	0.00452120444886518	Rex-Babar	495	6916	7.15731636784268	Cytoplasmic polyadenylation element-binding protein 2; 
ACHA01MRNA0010886	8	0.0361696355909214	Rex-Babar	2116	29566	7.15686937698708	Spectrin alpha chain; 
ACHA01MRNA0000017	2	0.00904240889773036	Rex-Babar	1205	16846	7.15303336103526	Septin-2B; 
ACHA01MRNA0009299	1	0.00452120444886518	Rex-Babar	1150	16086	7.14907372870819	Protein sel-1 homolog 3; 
ACHA01MRNA0040415	1	0.00452120444886518	Rex-Babar	286	4003	7.14464151886085	Cyclin-F; 
ACHA01MRNA0034235	4	0.0180848177954607	Rex-Babar	1236	17300	7.14450867052023	NA
ACHA01MRNA0022992	6	0.0271272266931911	Rex-Babar	1143	15999	7.14419651228202	Rho guanine nucleotide exchange factor 38; 
ACHA01MRNA0003138	2	0.00904240889773036	Rex-Babar	230	3220	7.14285714285714	Exportin-2; 
ACHA01MRNA0026414	1	0.00452120444886518	Rex-Babar	680	9520	7.14285714285714	Ankyrin repeat and SAM domain-containing protein 6; 
ACHA01MRNA0036942	1	0.00452120444886518	Rex-Babar	101	1414	7.14285714285714	Guanine nucleotide-binding protein alpha-12 subunit; 
ACHA01MRNA0020833	3	0.0135636133465955	Rex-Babar	1281	17937	7.14166248536545	Peptidyl-prolyl cis-trans isomerase 9; 
ACHA01MRNA0039606	1	0.00452120444886518	Rex-Babar	260	3642	7.1389346512905	NA
ACHA01MRNA0007028	1	0.00452120444886518	Rex-Babar	339	4749	7.13834491471889	Neurabin-2; 
ACHA01MRNA0016090	3	0.0135636133465955	Rex-Babar	1340	18783	7.13411063195443	Ankyrin repeat and SAM domain-containing protein 6; 
ACHA01MRNA0028101	1	0.00452120444886518	Rex-Babar	700	9816	7.13121434392828	Glycine--tRNA ligase; 
ACHA01MRNA0014895	2	0.00904240889773036	Rex-Babar	1040	14597	7.12475166130027	Histone deacetylase 6; 
ACHA01MRNA0029383	5	0.0226060222443259	Rex-Babar	2044	28689	7.12468193384224	Mucin-6; 
ACHA01MRNA0015738	2	0.00904240889773036	Rex-Babar	1824	25610	7.1222178836392	SAM and SH3 domain-containing protein 1; 
ACHA01MRNA0014446	2	0.00904240889773036	Rex-Babar	217	3047	7.12175910731867	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1; 
ACHA01MRNA0011959	3	0.0135636133465955	Rex-Babar	466	6556	7.10799267846248	SH3 and multiple ankyrin repeat domains protein 2; 
ACHA01MRNA0004285	3	0.0135636133465955	Rex-Babar	661	9306	7.10294433698689	Ubiquitin-like protein 4A-B; 
ACHA01MRNA0031324	1	0.00452120444886518	Rex-Babar	100	1408	7.10227272727273	Tripartite motif-containing protein 40; 
ACHA01MRNA0023285	2	0.00904240889773036	Rex-Babar	1419	19991	7.09819418738432	Storkhead-box protein 1; 
ACHA01MRNA0017254	1	0.00452120444886518	Rex-Babar	101	1423	7.09768095572734	Enhancer of filamentation 1; 
ACHA01MRNA0017344	1	0.00452120444886518	Rex-Babar	356	5016	7.09728867623604	DNA-directed RNA polymerase I subunit rpa43; 
ACHA01MRNA0007327	2	0.00904240889773036	Rex-Babar	2318	32667	7.0958459607555	NA
ACHA01MRNA0006191	1	0.00452120444886518	Rex-Babar	1142	16099	7.09360829865209	Protein PRRC2B; 
ACHA01MRNA0017041	3	0.0135636133465955	Rex-Babar	2366	33363	7.09168839732638	Nucleolar pre-ribosomal-associated protein 1; 
ACHA01MRNA0010845	6	0.0271272266931911	Rex-Babar	1480	20871	7.09117914810023	Sodium-coupled neutral amino acid transporter 5; 
ACHA01MRNA0007175	1	0.00452120444886518	Rex-Babar	1446	20393	7.09066836659638	Fanconi anemia group D2 protein homolog; 
ACHA01MRNA0013403	3	0.0135636133465955	Rex-Babar	1591	22443	7.08907008866907	Arylsulfatase A; 
ACHA01MRNA0020533	1	0.00452120444886518	Rex-Babar	441	6224	7.08547557840617	ADP-ribosylation factor 3; 
ACHA01MRNA0039503	1	0.00452120444886518	Rex-Babar	211	2979	7.08291372943941	Beta-crystallin B2; 
ACHA01MRNA0007784	2	0.00904240889773036	Rex-Babar	833	11767	7.07911957168352	UPF0469 protein KIAA0907 homolog; 
ACHA01MRNA0012705	2	0.00904240889773036	Rex-Babar	1248	17631	7.07844138165731	SEC1 family transport protein SLY1; 
ACHA01MRNA0013655	2	0.00904240889773036	Rex-Babar	480	6782	7.07755824240637	NA
ACHA01MRNA0024434	1	0.00452120444886518	Rex-Babar	1026	14500	7.07586206896552	Proprotein convertase subtilisin/kexin type 4; 
ACHA01MRNA0000777	2	0.00904240889773036	Rex-Babar	1270	17953	7.07402662507659	AT-rich interactive domain-containing protein 2; 
ACHA01MRNA0029714	2	0.00904240889773036	Rex-Babar	815	11522	7.07342475264711	Tyrosine-protein phosphatase non-receptor type 1; 
ACHA01MRNA0027544	2	0.00904240889773036	Rex-Babar	480	6787	7.07234418741712	NA
ACHA01MRNA0026673	2	0.00904240889773036	Rex-Babar	665	9405	7.07070707070707	Down syndrome cell adhesion molecule; 
ACHA01MRNA0014133	2	0.00904240889773036	Rex-Babar	489	6918	7.06851691240243	Calcium/calmodulin-dependent protein kinase type 1; 
ACHA01MRNA0019670	1	0.00452120444886518	Rex-Babar	238	3368	7.06650831353919	Mono [ADP-ribose] polymerase PARP16; 
ACHA01MRNA0014581	1	0.00452120444886518	Rex-Babar	99	1401	7.06638115631692	Polypeptide N-acetylgalactosaminyltransferase 16; 
ACHA01MRNA0029520	3	0.0135636133465955	Rex-Babar	612	8662	7.06534287693373	Rho GTPase-activating protein 25; 
ACHA01MRNA0037952	9	0.0406908400397866	Rex-Babar	4164	58991	7.05870387008188	Protein furry homolog-like; 
ACHA01MRNA0024165	1	0.00452120444886518	Rex-Babar	706	10002	7.05858828234353	Nicastrin; 
ACHA01MRNA0021742	1	0.00452120444886518	Rex-Babar	774	10967	7.05753624509893	5-hydroxytryptamine receptor 3B; 
ACHA01MRNA0001655	7	0.0316484311420562	Rex-Babar	2355	33378	7.05554556893762	Partitioning defective 3 homolog B; 
ACHA01MRNA0025374	1	0.00452120444886518	Rex-Babar	1074	15223	7.05511397227879	Dynein heavy chain-like protein PF11_0240; 
ACHA01MRNA0007314	2	0.00904240889773036	Rex-Babar	757	10731	7.05432858074737	Nuclear RNA export factor 1; 
ACHA01MRNA0030484	2	0.00904240889773036	Rex-Babar	237	3360	7.05357142857143	Ankyrin repeat and BTB/POZ domain-containing protein 2; 
ACHA01MRNA0005573	2	0.00904240889773036	Rex-Babar	407	5773	7.05006062705699	Vitronectin; 
ACHA01MRNA0030846	4	0.0180848177954607	Rex-Babar	1373	19477	7.04934024747138	NA
ACHA01MRNA0039387	2	0.00904240889773036	Rex-Babar	683	9691	7.04777628727685	Targeting protein for Xklp2; 
ACHA01MRNA0040773	2	0.00904240889773036	Rex-Babar	1418	20130	7.04421261798311	Coiled-coil domain-containing protein 15; 
ACHA01MRNA0032670	1	0.00452120444886518	Rex-Babar	1178	16725	7.04334828101644	Dihydroxyacetone phosphate acyltransferase; 
ACHA01MRNA0001643	1	0.00452120444886518	Rex-Babar	119	1691	7.03725606150207	Sodium channel protein type 11 subunit alpha; 
ACHA01MRNA0019313	2	0.00904240889773036	Rex-Babar	444	6312	7.03422053231939	MDS1 and EVI1 complex locus protein EVI1-B; 
ACHA01MRNA0032284	1	0.00452120444886518	Rex-Babar	722	10265	7.03360935216756	NA
ACHA01MRNA0004254	1	0.00452120444886518	Rex-Babar	447	6357	7.03161868806041	Serine palmitoyltransferase 2; 
ACHA01MRNA0004194	1	0.00452120444886518	Rex-Babar	1162	16531	7.02921783316194	Lactadherin; 
ACHA01MRNA0038750	1	0.00452120444886518	Rex-Babar	421	5990	7.02838063439065	FERM and PDZ domain-containing protein 2; 
ACHA01MRNA0034676	1	0.00452120444886518	Rex-Babar	663	9434	7.02777188891244	Kinesin-like protein KIF2A; 
ACHA01MRNA0016544	4	0.0180848177954607	Rex-Babar	1172	16682	7.0255365064141	E3 ubiquitin-protein ligase ARIH1; 
ACHA01MRNA0017133	4	0.0180848177954607	Rex-Babar	3609	51379	7.0242706163997	Major facilitator superfamily domain-containing protein 3; 
ACHA01MRNA0009823	3	0.0135636133465955	Rex-Babar	1026	14608	7.02354874041621	Laminin subunit alpha-4; 
ACHA01MRNA0031908	2	0.00904240889773036	Rex-Babar	501	7134	7.02270815811606	Syntaxin-binding protein 3; 
ACHA01MRNA0015829	2	0.00904240889773036	Rex-Babar	1046	14908	7.01636705124765	Exostosin-1; 
ACHA01MRNA0002807	1	0.00452120444886518	Rex-Babar	693	9877	7.01630049610206	UPF0606 protein KIAA1549; 
ACHA01MRNA0008645	2	0.00904240889773036	Rex-Babar	1117	15930	7.01192718141871	CREB3 regulatory factor; 
ACHA01MRNA0003386	4	0.0180848177954607	Rex-Babar	986	14065	7.01030927835052	Serine/threonine-protein phosphatase 6 regulatory subunit 3; 
ACHA01MRNA0018875	1	0.00452120444886518	Rex-Babar	1288	18392	7.00304480208786	Ubiquitin carboxyl-terminal hydrolase 4; 
ACHA01MRNA0006213	1	0.00452120444886518	Rex-Babar	727	10394	6.99441985761016	Transcription factor Adf-1; 
ACHA01MRNA0016819	4	0.0180848177954607	Rex-Babar	1399	20004	6.99360127974405	Ena/VASP-like protein; 
ACHA01MRNA0010183	2	0.00904240889773036	Rex-Babar	1675	23951	6.99344495010647	Serine/threonine-protein kinase WNK4; 
ACHA01MRNA0028727	2	0.00904240889773036	Rex-Babar	538	7696	6.99064449064449	NA
ACHA01MRNA0018802	4	0.0180848177954607	Rex-Babar	2771	39641	6.9902373804899	Voltage-dependent L-type calcium channel subunit beta-4; 
ACHA01MRNA0036459	1	0.00452120444886518	Rex-Babar	402	5751	6.99008868022953	Tyrosine-protein phosphatase non-receptor type 11; 
ACHA01MRNA0034907	1	0.00452120444886518	Rex-Babar	714	10216	6.98903680501175	NA
ACHA01MRNA0025922	2	0.00904240889773036	Rex-Babar	1068	15287	6.98632825276379	DNA-dependent protein kinase catalytic subunit; 
ACHA01MRNA0005719	5	0.0226060222443259	Rex-Babar	1725	24696	6.98493683187561	Metabotropic glutamate receptor 6; 
ACHA01MRNA0031765	1	0.00452120444886518	Rex-Babar	690	9883	6.98168572295862	Antihemorrhagic factor cHLP-B; 
ACHA01MRNA0018763	2	0.00904240889773036	Rex-Babar	1420	20339	6.98166084861596	Double zinc ribbon and ankyrin repeat-containing protein 1; 
ACHA01MRNA0002156	1	0.00452120444886518	Rex-Babar	774	11092	6.9780021637216	Phospholipase D1; 
ACHA01MRNA0038294	3	0.0135636133465955	Rex-Babar	424	6077	6.97712687181175	Dual specificity tyrosine-phosphorylation-regulated kinase 2; 
ACHA01MRNA0018117	2	0.00904240889773036	Rex-Babar	1450	20793	6.97350069735007	Sodium bicarbonate transporter-like protein 11; 
ACHA01MRNA0023174	1	0.00452120444886518	Rex-Babar	1182	16952	6.97262859839547	Malonyl-[acyl-carrier protein] O-methyltransferase; 
ACHA01MRNA0015224	1	0.00452120444886518	Rex-Babar	573	8220	6.97080291970803	Putative sodium-coupled neutral amino acid transporter 11; 
ACHA01MRNA0006317	2	0.00904240889773036	Rex-Babar	419	6016	6.96476063829787	Zinc transporter ZIP8; 
ACHA01MRNA0019020	1	0.00452120444886518	Rex-Babar	453	6508	6.96066379840197	Collagen alpha-1(II) chain; 
ACHA01MRNA0005778	5	0.0226060222443259	Rex-Babar	1633	23461	6.9604876177486	G-protein coupled receptor 143; 
ACHA01MRNA0005291	2	0.00904240889773036	Rex-Babar	312	4483	6.95962525094803	GTP-binding protein 10; 
ACHA01MRNA0000964	2	0.00904240889773036	Rex-Babar	1826	26248	6.95672051203901	Low density lipoprotein receptor adapter protein 1; 
ACHA01MRNA0027122	1	0.00452120444886518	Rex-Babar	624	8972	6.95497102095408	Tyrosine-protein kinase transforming protein Fes; 
ACHA01MRNA0037367	2	0.00904240889773036	Rex-Babar	199	2863	6.95075096053091	Ankyrin repeat domain-containing protein 37; 
ACHA01MRNA0036147	1	0.00452120444886518	Rex-Babar	728	10477	6.94855397537463	Disks large homolog 2; 
ACHA01MRNA0028404	1	0.00452120444886518	Rex-Babar	436	6278	6.94488690665817	Gamma-glutamyltransferase light chain 2; 
ACHA01MRNA0031170	1	0.00452120444886518	Rex-Babar	629	9065	6.93877551020408	Neurabin-2; 
ACHA01MRNA0001587	4	0.0180848177954607	Rex-Babar	2044	29466	6.93680852507975	Calcium-activated potassium channel subunit alpha-1; 
ACHA01MRNA0033612	1	0.00452120444886518	Rex-Babar	320	4616	6.93240901213172	Contactin-associated protein 1; 
ACHA01MRNA0029892	8	0.0361696355909214	Rex-Babar	4105	59235	6.930024478771	Retinal guanylyl cyclase 2; 
ACHA01MRNA0010032	2	0.00904240889773036	Rex-Babar	1167	16858	6.92252936291375	Origin recognition complex subunit 2; 
ACHA01MRNA0038445	2	0.00904240889773036	Rex-Babar	834	12051	6.92058750311177	WD repeat- and FYVE domain-containing protein 4; 
ACHA01MRNA0017931	3	0.0135636133465955	Rex-Babar	1335	19291	6.92032554040744	Sialate O-acetylesterase; 
ACHA01MRNA0000339	1	0.00452120444886518	Rex-Babar	70	1012	6.91699604743083	M-phase inducer phosphatase 1; 
ACHA01MRNA0012265	3	0.0135636133465955	Rex-Babar	932	13475	6.9165120593692	Ileal sodium/bile acid cotransporter; 
ACHA01MRNA0016997	1	0.00452120444886518	Rex-Babar	926	13391	6.91509222612202	Protein FAM234B; 
ACHA01MRNA0003489	1	0.00452120444886518	Rex-Babar	773	11182	6.91289572527276	cGMP-dependent protein kinase 2; 
ACHA01MRNA0015346	1	0.00452120444886518	Rex-Babar	328	4746	6.91108301727771	Leucine-rich repeat serine/threonine-protein kinase 2; 
ACHA01MRNA0014679	3	0.0135636133465955	Rex-Babar	1420	20552	6.90930323082912	Rho GTPase-activating protein 15; 
ACHA01MRNA0027100	1	0.00452120444886518	Rex-Babar	290	4199	6.90640628721124	Cytosolic 5'-nucleotidase 1A; 
ACHA01MRNA0002383	2	0.00904240889773036	Rex-Babar	226	3274	6.90287110568112	RUN and FYVE domain-containing protein 1; 
ACHA01MRNA0025814	2	0.00904240889773036	Rex-Babar	1075	15574	6.90252985745473	Serine/threonine-protein kinase N3; 
ACHA01MRNA0015115	4	0.0180848177954607	Rex-Babar	629	9114	6.90147026552556	Nicotinamide phosphoribosyltransferase; 
ACHA01MRNA0008842	5	0.0226060222443259	Rex-Babar	2280	33047	6.8992646836324	Voltage-dependent calcium channel subunit alpha-2/delta-3; 
ACHA01MRNA0011195	1	0.00452120444886518	Rex-Babar	190	2754	6.89905591866376	Leucine-rich repeat-containing protein 74A; 
ACHA01MRNA0004901	10	0.0452120444886518	Rex-Babar	2676	38802	6.89655172413793	Polypeptide N-acetylgalactosaminyltransferase 14; 
ACHA01MRNA0031958	2	0.00904240889773036	Rex-Babar	811	11760	6.89625850340136	Sodium-coupled neutral amino acid transporter 5; 
ACHA01MRNA0012899	4	0.0180848177954607	Rex-Babar	1351	19597	6.89391233352044	Leucine-rich repeat and calponin homology domain-containing protein 3; 
ACHA01MRNA0028164	2	0.00904240889773036	Rex-Babar	1043	15140	6.889035667107	Phosphatidylcholine:ceramide cholinephosphotransferase 1; 
ACHA01MRNA0020796	3	0.0135636133465955	Rex-Babar	744	10800	6.88888888888889	UBAP1-MVB12-associated (UMA)-domain containing protein 1; 
ACHA01MRNA0040401	2	0.00904240889773036	Rex-Babar	395	5739	6.8827321833072	Probable ADP-dependent glucokinase; 
ACHA01MRNA0013972	1	0.00452120444886518	Rex-Babar	317	4606	6.88232739904472	Doublesex- and mab-3-related transcription factor 2; 
ACHA01MRNA0002805	4	0.0180848177954607	Rex-Babar	1727	25094	6.88212321670519	Na(+)/H(+) exchange regulatory cofactor NHE-RF4; 
ACHA01MRNA0038297	2	0.00904240889773036	Rex-Babar	298	4332	6.87903970452447	Homeobox protein OTX1 B; 
ACHA01MRNA0032027	3	0.0135636133465955	Rex-Babar	1635	23774	6.87726087322285	ADM2; 
ACHA01MRNA0011947	1	0.00452120444886518	Rex-Babar	668	9716	6.87525730753396	Beta-2-microglobulin; 
ACHA01MRNA0023110	2	0.00904240889773036	Rex-Babar	1521	22123	6.87519775798942	Zinc finger protein GLI2; 
ACHA01MRNA0008673	6	0.0271272266931911	Rex-Babar	3000	43636	6.8750572921441	NA
ACHA01MRNA0012966	1	0.00452120444886518	Rex-Babar	455	6619	6.87415017374226	Eukaryotic translation initiation factor 4 gamma 1; 
ACHA01MRNA0015099	3	0.0135636133465955	Rex-Babar	1543	22453	6.87213289983521	FYN-binding protein; 
ACHA01MRNA0008474	1	0.00452120444886518	Rex-Babar	276	4017	6.87079910380881	Fumarylacetoacetase; 
ACHA01MRNA0006476	1	0.00452120444886518	Rex-Babar	421	6131	6.86674278258033	Protein kinase C theta type; 
ACHA01MRNA0009356	2	0.00904240889773036	Rex-Babar	1066	15526	6.86590235733608	Zinc finger protein DPF3; 
ACHA01MRNA0039096	2	0.00904240889773036	Rex-Babar	2151	31334	6.86474755856258	Sulfotransferase 4A1; 
ACHA01MRNA0008911	3	0.0135636133465955	Rex-Babar	1117	16274	6.86370898365491	Collagen alpha-1(IX) chain; 
ACHA01MRNA0000918	1	0.00452120444886518	Rex-Babar	2035	29656	6.8620178041543	Transcription factor HIVEP3; 
ACHA01MRNA0005891	3	0.0135636133465955	Rex-Babar	1609	23449	6.86169985926905	Cilia- and flagella-associated protein 58; 
ACHA01MRNA0003723	1	0.00452120444886518	Rex-Babar	1888	27517	6.86121306828506	Transportin-3; 
ACHA01MRNA0009215	1	0.00452120444886518	Rex-Babar	655	9550	6.8586387434555	Alpha-2-macroglobulin; 
ACHA01MRNA0010500	1	0.00452120444886518	Rex-Babar	1104	16098	6.85799478196049	Tumor protein D52; 
ACHA01MRNA0020091	5	0.0226060222443259	Rex-Babar	2707	39474	6.85767847190556	Disabled homolog 2-interacting protein; 
ACHA01MRNA0035506	1	0.00452120444886518	Rex-Babar	395	5762	6.85525859076709	E3 ubiquitin-protein ligase TRIM69; 
ACHA01MRNA0011020	6	0.0271272266931911	Rex-Babar	2975	43399	6.85499665890919	Scavenger receptor class A member 3; 
ACHA01MRNA0012399	3	0.0135636133465955	Rex-Babar	513	7484	6.85462319615179	Phosphatidylinositol transfer protein beta isoform; 
ACHA01MRNA0015959	1	0.00452120444886518	Rex-Babar	912	13305	6.85456595264938	Semaphorin-5B; 
ACHA01MRNA0010802	3	0.0135636133465955	Rex-Babar	485	7077	6.85318637840893	Rho GTPase-activating protein 7; 
ACHA01MRNA0011017	6	0.0271272266931911	Rex-Babar	1873	27366	6.84425929986114	Echinoderm microtubule-associated protein-like 2; 
ACHA01MRNA0011354	3	0.0135636133465955	Rex-Babar	1322	19319	6.84300429628863	Adenylate cyclase type 3; 
ACHA01MRNA0006530	1	0.00452120444886518	Rex-Babar	258	3771	6.84168655529037	Carbonic anhydrase 1; 
ACHA01MRNA0003973	3	0.0135636133465955	Rex-Babar	1530	22364	6.8413521731354	Nuclear pore complex protein Nup133; 
ACHA01MRNA0015730	2	0.00904240889773036	Rex-Babar	1055	15427	6.83865949309652	Ephrin type-A receptor 4-A; 
ACHA01MRNA0004212	2	0.00904240889773036	Rex-Babar	742	10852	6.83744931809805	E3 ubiquitin-protein ligase SMURF1; 
ACHA01MRNA0000082	1	0.00452120444886518	Rex-Babar	185	2706	6.83665927568367	Tumor suppressor p53-binding protein 1; 
ACHA01MRNA0010195	5	0.0226060222443259	Rex-Babar	2495	36505	6.83468018079715	Hepatocyte nuclear factor 1-beta-A; 
ACHA01MRNA0023078	3	0.0135636133465955	Rex-Babar	601	8795	6.83342808413872	Acetylcholinesterase collagenic tail peptide; 
ACHA01MRNA0033177	5	0.0226060222443259	Rex-Babar	2235	32708	6.83319065672007	Anion exchange protein 3; 
ACHA01MRNA0028758	3	0.0135636133465955	Rex-Babar	1475	21590	6.83186660490968	Lactadherin; 
ACHA01MRNA0018854	1	0.00452120444886518	Rex-Babar	717	10496	6.8311737804878	Pleckstrin homology domain-containing family O member 1; 
ACHA01MRNA0007608	1	0.00452120444886518	Rex-Babar	516	7563	6.8226894089647	Zinc finger protein 627; 
ACHA01MRNA0036128	1	0.00452120444886518	Rex-Babar	150	2199	6.82128240109141	Transmembrane protease serine 11D; 
ACHA01MRNA0029690	2	0.00904240889773036	Rex-Babar	1251	18351	6.81706718979892	DENN domain-containing protein 4B; 
ACHA01MRNA0017317	4	0.0180848177954607	Rex-Babar	1747	25633	6.81543323060118	Leucine-rich repeat-containing protein 75B; 
ACHA01MRNA0034784	2	0.00904240889773036	Rex-Babar	1057	15521	6.81012821338831	Peptidase E; 
ACHA01MRNA0001645	1	0.00452120444886518	Rex-Babar	580	8521	6.80671282713297	CREB3 regulatory factor; 
ACHA01MRNA0028135	1	0.00452120444886518	Rex-Babar	114	1675	6.80597014925373	NA
ACHA01MRNA0020828	3	0.0135636133465955	Rex-Babar	1271	18686	6.80188376324521	Sodium-coupled neutral amino acid transporter 3; 
ACHA01MRNA0007964	1	0.00452120444886518	Rex-Babar	2338	34374	6.80165241170652	Plexin-A2; 
ACHA01MRNA0038093	9	0.0406908400397866	Rex-Babar	2288	33669	6.79556862395676	NA
ACHA01MRNA0008867	1	0.00452120444886518	Rex-Babar	531	7818	6.792018419033	Gastrula zinc finger protein XlCGF8.2DB; 
ACHA01MRNA0003352	2	0.00904240889773036	Rex-Babar	560	8245	6.79199514857489	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4; 
ACHA01MRNA0020990	1	0.00452120444886518	Rex-Babar	231	3403	6.78812812224508	Endonuclease domain-containing 1 protein; 
ACHA01MRNA0021956	3	0.0135636133465955	Rex-Babar	1422	20953	6.78661766811435	P2X purinoceptor 3; 
ACHA01MRNA0032721	1	0.00452120444886518	Rex-Babar	525	7736	6.78645294725957	Engulfment and cell motility protein 3; 
ACHA01MRNA0026999	1	0.00452120444886518	Rex-Babar	723	10657	6.78427324763067	Disabled homolog 2-interacting protein; 
ACHA01MRNA0039301	2	0.00904240889773036	Rex-Babar	772	11394	6.77549587502194	DENN domain-containing protein 4C; 
ACHA01MRNA0027149	1	0.00452120444886518	Rex-Babar	740	10922	6.77531587621315	Ribonuclease P/MRP protein subunit POP5; 
ACHA01MRNA0030336	4	0.0180848177954607	Rex-Babar	974	14378	6.77423841980804	Glycine receptor subunit alpha-4; 
ACHA01MRNA0031838	1	0.00452120444886518	Rex-Babar	329	4858	6.77233429394813	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta; 
ACHA01MRNA0004484	1	0.00452120444886518	Rex-Babar	248	3662	6.77225559803386	Cell migration-inducing and hyaluronan-binding protein; 
ACHA01MRNA0012255	3	0.0135636133465955	Rex-Babar	1000	14772	6.76956404007582	GDNF family receptor alpha-4; 
ACHA01MRNA0001800	3	0.0135636133465955	Rex-Babar	697	10306	6.76305065010673	Cyclin-L1; 
ACHA01MRNA0013007	2	0.00904240889773036	Rex-Babar	680	10060	6.75944333996024	Unconventional myosin-X; 
ACHA01MRNA0002785	1	0.00452120444886518	Rex-Babar	589	8717	6.75691178157623	Cell growth-regulating nucleolar protein; 
ACHA01MRNA0040781	4	0.0180848177954607	Rex-Babar	951	14083	6.75282255201307	Mitogen-activated protein kinase 1; 
ACHA01MRNA0027528	2	0.00904240889773036	Rex-Babar	948	14040	6.75213675213675	Alpha-1A adrenergic receptor; 
